ID_Estudiante,Numero_Documento,Fecha_Nacimiento,Sexo,Estrato,Municipio_Residencia,Tipo_Sangre,EPS,Semestre_Actual,Creditos_Aprobados
6145805,1046346999,2006-10-07,Masculino,2,Rionegro,O+,Savia Salud,7,110
6182213,1037413918,2001-09-28,Masculino,5,El Carmen de Viboral,O-,Coosalud,6,106
5951081,1070453871,2004-04-22,Femenino,2,La Union,AB+,Savia Salud,8,122
2744347,1055548684,1991-08-19,Masculino,3,La Union,O+,Coosalud,10,169
5132320,1031590518,1998-06-03,Femenino,6,Santuario,A-,Coosalud,4,74
8607181,1078697824,1995-01-08,Masculino,1,Rionegro,A+,Coosalud,4,54
9510347,1094848290,2001-10-20,Femenino,1,La Ceja,B+,Salud Total,3,47
8093886,1051077836,2005-08-02,Femenino,2,Marinilla,B-,Sura,8,135
1680206,1070344788,2003-01-05,Masculino,5,La Union,B-,Sanitas,7,119
3480057,1089391697,2004-04-27,Masculino,5,La Union,A+,Nueva EPS,5,74
2513891,1019838908,1997-10-26,Masculino,1,Abejorral,AB-,Nueva EPS,3,42
8975692,1040117945,2006-06-21,Masculino,5,Rionegro,O+,Salud Total,3,46
9181994,1020208192,2000-09-16,Femenino,1,La Union,AB-,Salud Total,8,136
6449410,1015770873,2002-03-03,Femenino,4,El Carmen de Viboral,B-,Coosalud,5,84
2257286,1090390004,1999-06-02,Femenino,1,Marinilla,A-,Coosalud,5,71
2593882,1069219677,2008-10-02,Femenino,4,El Retiro,AB+,Salud Total,9,151
3958415,1077584150,2004-02-10,Masculino,5,Marinilla,A-,Sura,9,155
8551522,1014907882,1997-03-29,Femenino,6,La Union,O+,Coosalud,5,87
9534304,1037713570,1991-05-21,Femenino,6,La Ceja,AB+,Nueva EPS,9,160
3146501,1039971067,1993-12-08,Masculino,5,La Ceja,AB-,Nueva EPS,8,128
6405942,1033625735,1992-06-05,Masculino,1,El Retiro,AB+,Salud Total,7,114
3275330,1058943736,2004-09-08,Masculino,6,La Union,A-,Nueva EPS,7,126
3382634,1013394078,2003-02-18,Femenino,2,El Retiro,O+,Savia Salud,4,56
4736146,1064112967,1995-05-10,Femenino,3,Marinilla,AB+,Savia Salud,5,89
1651388,1020024858,2006-05-21,Femenino,3,La Union,O+,Salud Total,4,69
6611134,1093109429,1997-08-10,Masculino,4,La Ceja,B+,Nueva EPS,8,143
3109142,1023057825,2004-02-28,Masculino,2,Abejorral,AB+,Coosalud,2,33
6414228,1059968427,1999-05-28,No binario,3,Abejorral,O-,Sanitas,4,56
9071976,1028709081,2001-07-31,Femenino,5,La Union,AB-,Salud Total,4,54
4303614,1050592859,2003-11-09,Masculino,4,Marinilla,O-,Nueva EPS,10,157
6982922,1044518888,2008-03-14,Masculino,5,El Retiro,B+,Savia Salud,5,72
4607836,1071024091,2003-02-10,Masculino,6,Marinilla,B-,Coosalud,3,47
2182336,1041754677,1999-11-26,Masculino,3,La Union,B-,Nueva EPS,2,29
7836123,1027644144,1994-01-01,Masculino,5,El Carmen de Viboral,O-,Sura,4,69
8170780,1083465093,1992-08-03,Masculino,4,Guarne,O-,Sanitas,6,109
1631210,1078078177,1995-02-01,Femenino,2,Santuario,B+,Sura,9,150
5535891,1090486534,1996-08-02,Masculino,4,Rionegro,B+,Sura,4,52
4697239,1022512958,1991-10-19,Masculino,4,El Retiro,AB-,Salud Total,8,120
6789888,1064057396,2001-02-08,Masculino,2,Guarne,A-,Coosalud,4,68
7570685,1082174941,1997-08-14,Masculino,2,La Union,O-,Nueva EPS,5,83
2365572,1067155624,1997-11-30,Masculino,2,La Ceja,B+,Savia Salud,4,64
9389054,1051035633,1995-03-25,Femenino,3,Santuario,B+,Sura,5,76
7083304,1034293001,2003-07-26,Femenino,5,La Union,AB+,Sura,7,103
8821328,1033648449,2003-11-11,Masculino,5,Marinilla,AB+,Nueva EPS,9,146
9696002,1084065943,2006-12-06,Masculino,3,La Union,B-,Sanitas,8,125
8310597,1085306677,1998-10-05,Femenino,4,El Carmen de Viboral,B-,Sanitas,8,126
1959791,1032883425,1999-06-07,Masculino,2,Abejorral,B+,Sanitas,10,168
9100482,1012424325,1995-07-31,Masculino,6,Santuario,A+,Sanitas,1,10
3248181,1013990724,1996-06-16,Masculino,4,Santuario,B-,Coosalud,8,133
9764315,1021622566,2001-10-29,Masculino,2,La Union,B-,Sura,9,160
6209925,1015997520,1994-01-11,Masculino,6,Santuario,O-,Sura,6,97
4522168,1089016510,1992-10-17,Masculino,2,Marinilla,AB-,Savia Salud,9,138
3719484,1097806158,2007-03-05,Masculino,4,La Union,B-,Sanitas,7,116
4564209,1069986349,2003-01-13,Masculino,4,Santuario,O-,Coosalud,4,61
4577295,1096571419,2006-07-23,Femenino,5,La Union,A+,Coosalud,7,114
2634238,1073792196,2003-12-27,Femenino,3,El Retiro,B+,Savia Salud,6,97
4127236,1013128989,1991-09-12,Femenino,1,La Union,AB+,Salud Total,8,125
4630305,1032328056,1997-04-28,Femenino,2,Abejorral,AB-,Sanitas,6,90
6118792,1073393392,2002-02-12,Femenino,4,Rionegro,A-,Savia Salud,9,152
8479461,1063902046,1994-06-23,Femenino,1,Rionegro,B-,Nueva EPS,1,23
7478270,1047433501,2007-08-01,Masculino,6,Santuario,A-,Nueva EPS,4,64
7009794,1057323771,2006-06-10,Femenino,5,Marinilla,A+,Sanitas,2,20
8042144,1078317942,2001-04-07,Masculino,3,La Ceja,AB+,Sura,3,42
5984291,1086236198,2005-09-26,Masculino,1,El Retiro,B+,Savia Salud,1,2
7601301,1060494936,2006-12-16,Femenino,2,Santuario,AB+,Sura,6,106
7701770,1086915784,2005-07-22,Femenino,3,La Ceja,AB+,Sanitas,10,168
1649068,1071404089,2001-05-04,Masculino,6,El Retiro,B+,Nueva EPS,3,55
5072640,1010428465,2000-05-02,Femenino,2,Rionegro,AB+,Sanitas,5,91
4328993,1053575395,1998-04-29,No binario,5,El Carmen de Viboral,B+,Sura,7,122
4898259,1077368968,1995-01-14,Masculino,6,La Union,B-,Nueva EPS,4,70
9202571,1074770956,2004-11-14,Femenino,2,Abejorral,B+,Sura,4,70
2831542,1011932117,1999-09-19,Femenino,5,Santuario,AB-,Salud Total,2,25
3155447,1018536559,2008-07-07,Femenino,5,Abejorral,A+,Salud Total,4,67
6755861,1042139226,1992-10-30,Femenino,4,El Retiro,B-,Savia Salud,2,28
9977052,1022397297,1999-04-25,Masculino,3,Marinilla,B+,Nueva EPS,3,51
8736360,1097988789,2000-09-26,Femenino,4,La Union,B-,Sanitas,3,38
3341699,1016687826,1996-08-18,Femenino,4,La Ceja,O-,Savia Salud,1,15
7820768,1071280577,2004-03-11,Femenino,6,Santuario,O-,Nueva EPS,1,14
9722984,1055203596,2001-11-19,Femenino,3,Abejorral,A-,Salud Total,4,64
3802558,1034191435,2009-01-13,Masculino,3,Marinilla,O+,Sura,1,8
2592300,1099876427,2008-04-11,No binario,6,Rionegro,B+,Coosalud,9,156
9405852,1020824829,2006-06-30,Masculino,5,El Retiro,O+,Salud Total,7,125
2972031,1043090607,2009-03-12,Femenino,6,Rionegro,B-,Savia Salud,9,148
1145155,1017318855,2005-05-27,Masculino,1,La Ceja,B-,Savia Salud,6,99
5600601,1010720608,2000-06-18,Femenino,1,Abejorral,B+,Sanitas,4,69
9414300,1058023611,2009-01-27,Masculino,2,La Union,A+,Savia Salud,6,92
5687123,1054513185,2004-04-28,Femenino,1,El Carmen de Viboral,AB+,Nueva EPS,5,83
2871558,1036436922,2006-11-28,Femenino,1,El Carmen de Viboral,A+,Salud Total,4,74
9869088,1051494553,2006-10-25,Masculino,3,Santuario,A+,Nueva EPS,10,170
3953378,1056686948,1996-06-15,Masculino,3,La Union,B-,Sura,9,146
5680476,1060529099,1992-05-15,Femenino,1,Abejorral,O+,Salud Total,2,22
7982902,1028907099,2004-11-10,Femenino,4,Santuario,AB+,Sanitas,6,96
3602317,1021837604,2005-01-17,Masculino,6,La Union,AB+,Sanitas,9,144
5112049,1038223697,1994-11-04,Masculino,5,Rionegro,A-,Sura,5,77
1339030,1013231843,2008-10-26,Masculino,4,El Carmen de Viboral,AB+,Nueva EPS,5,81
1303594,1064773780,2000-10-30,Masculino,2,Marinilla,A+,Sanitas,9,160
3483994,1027250040,2005-10-07,Masculino,2,La Union,AB-,Nueva EPS,2,37
4749742,1063277994,1995-09-21,Femenino,1,El Carmen de Viboral,B+,Nueva EPS,9,142
7120690,1057799260,1997-08-26,Femenino,2,La Union,O-,Sanitas,1,9
9898286,1011541749,2006-10-11,Femenino,6,Abejorral,O+,Sura,10,169
2002868,1042894221,1999-03-07,Femenino,4,Marinilla,AB+,Sura,9,151
7801796,1085885799,1998-03-31,Masculino,3,La Ceja,AB+,Nueva EPS,5,82
2950746,1011434774,2007-03-20,Femenino,2,Rionegro,O+,Savia Salud,7,119
9268453,1070812136,2005-03-29,Femenino,5,Santuario,AB-,Nueva EPS,6,93
1439686,1038735221,1993-01-27,Masculino,1,Rionegro,A+,Coosalud,6,105
6977166,1092631642,2007-05-03,Femenino,6,Marinilla,AB-,Salud Total,6,107
6745477,1022774155,1998-04-22,Masculino,3,La Union,AB-,Nueva EPS,10,157
5795345,1040440137,2003-04-05,Masculino,6,La Union,AB+,Nueva EPS,3,58
4348154,1076655702,2001-01-15,Femenino,1,El Carmen de Viboral,AB-,Nueva EPS,3,42
1500911,1054352309,2007-02-11,Femenino,5,Santuario,O-,Salud Total,10,157
8578681,1039316992,2007-03-04,Masculino,4,La Ceja,O-,Salud Total,3,56
3405821,1086136006,2008-10-12,Masculino,2,El Carmen de Viboral,B+,Savia Salud,8,139
6706216,1051178465,1994-08-06,Femenino,1,Rionegro,A-,Salud Total,1,19
9377173,1037660839,1995-01-13,Masculino,5,La Union,O-,Sanitas,2,25
8935737,1083210984,2000-03-03,Masculino,2,La Ceja,A+,Sanitas,1,19
9589733,1083736150,2002-02-07,No binario,4,Abejorral,B-,Salud Total,9,160
1726209,1043732436,2000-01-25,Masculino,2,La Union,O-,Salud Total,7,108
6416901,1053190089,2008-03-10,Masculino,5,Abejorral,O+,Sanitas,8,142
4358926,1043852456,1992-08-30,Masculino,2,El Retiro,AB-,Nueva EPS,9,154
4902730,1039089343,1995-02-02,Femenino,4,Rionegro,A+,Savia Salud,1,20
2424393,1089145910,2005-12-04,Femenino,1,El Carmen de Viboral,AB+,Savia Salud,8,135
8027149,1027899856,1996-11-19,Femenino,4,Guarne,A-,Sura,7,111
6216731,1021948183,2001-02-17,Femenino,6,El Retiro,O+,Savia Salud,6,97
1902254,1050703443,2004-08-01,Masculino,4,La Union,AB+,Nueva EPS,9,150
8933002,1023092929,1995-07-20,Masculino,3,El Carmen de Viboral,A+,Savia Salud,7,125
5002966,1085120063,1996-02-18,Femenino,3,Abejorral,AB-,Salud Total,6,91
5857944,1017049851,2007-11-20,Femenino,3,Santuario,AB+,Sura,7,107
7752174,1073141800,2000-12-01,Femenino,1,Santuario,B-,Coosalud,1,6
8965911,1081292981,1996-10-03,Femenino,2,Guarne,A-,Nueva EPS,2,30
4729940,1012051952,1998-12-03,Femenino,3,El Carmen de Viboral,AB+,Sanitas,7,114
4761076,1065093092,2007-02-17,Femenino,2,El Carmen de Viboral,AB+,Coosalud,4,67
1214896,1023679331,2005-11-25,Femenino,4,Rionegro,AB+,Nueva EPS,3,44
7702114,1020483357,1994-12-20,Femenino,6,Abejorral,B+,Nueva EPS,3,54
2949052,1039814071,1991-03-30,Femenino,5,El Carmen de Viboral,AB-,Nueva EPS,7,115
1251797,1028744662,1992-02-21,Femenino,1,Rionegro,O-,Sura,6,96
1017584,1047273329,1995-04-27,Femenino,1,Rionegro,B+,Sanitas,6,104
4015097,1054129669,1995-02-05,Masculino,1,Guarne,A+,Sanitas,5,73
5115867,1059061114,2001-02-02,Femenino,4,La Union,B+,Nueva EPS,5,91
8353653,1025956072,2008-07-28,Femenino,4,Rionegro,A+,Savia Salud,8,138
4035856,1074459678,1997-05-31,Masculino,1,Abejorral,A+,Salud Total,9,149
5727301,1079345401,1996-09-14,Femenino,2,Abejorral,O+,Sura,4,72
4346927,1027425112,1993-02-22,Femenino,3,El Retiro,A+,Savia Salud,7,123
2190353,1089444960,1992-02-02,Masculino,6,Marinilla,B-,Nueva EPS,6,104
5378720,1081030314,2006-05-19,Femenino,1,La Ceja,B+,Sanitas,1,1
8385460,1099698780,2005-11-15,Masculino,5,La Ceja,A+,Salud Total,1,18
3750684,1090818711,1999-09-17,Masculino,1,Santuario,A-,Coosalud,9,146
3448604,1016215993,1996-04-01,Femenino,2,Rionegro,AB-,Sanitas,4,68
3821239,1045937048,1999-09-27,Femenino,4,La Union,A-,Coosalud,1,4
7911954,1053563052,1996-12-08,Masculino,2,Guarne,AB+,Savia Salud,7,122
2165134,1027606485,2005-12-29,Masculino,4,La Ceja,B+,Sanitas,8,120
7487695,1026735285,2007-10-20,Femenino,3,El Carmen de Viboral,B+,Salud Total,6,103
4579838,1052591907,2001-06-24,Masculino,5,La Ceja,AB+,Salud Total,2,36
5424874,1012201051,1998-03-06,Femenino,1,Abejorral,O+,Coosalud,7,121
5092078,1072110515,1996-12-28,Femenino,5,Rionegro,A+,Coosalud,5,90
2116213,1032817675,1997-05-22,Femenino,4,El Carmen de Viboral,AB+,Salud Total,10,170
4424052,1060101533,1995-01-27,Femenino,5,Santuario,O-,Savia Salud,9,160
7236973,1037520029,2005-02-26,Femenino,3,La Ceja,AB+,Salud Total,3,56
1903538,1023508007,2005-09-13,Masculino,2,Marinilla,B-,Sanitas,7,113
2012451,1028593495,2002-09-19,Masculino,1,El Carmen de Viboral,AB+,Sura,5,76
6373498,1054083754,2008-01-05,Masculino,6,La Union,AB-,Nueva EPS,1,6
7645972,1030979299,1993-01-19,Masculino,6,La Ceja,O-,Coosalud,2,28
1634225,1021655646,1995-05-17,Femenino,6,Marinilla,AB+,Salud Total,9,155
7942971,1029340558,1994-07-25,Masculino,3,La Ceja,B-,Savia Salud,1,14
7762619,1043234664,2005-12-20,Femenino,5,La Union,AB+,Savia Salud,10,155
3443800,1066293821,1993-09-18,Masculino,4,Abejorral,AB-,Salud Total,10,160
3616375,1012104794,1998-09-18,Masculino,5,La Ceja,O-,Sura,3,53
5440393,1020614647,2004-09-12,Masculino,4,Santuario,A+,Sura,1,7
6711247,1031617590,1997-12-29,Masculino,4,El Retiro,A+,Savia Salud,1,2
9770777,1048154469,2007-08-09,Masculino,4,Rionegro,O-,Coosalud,7,110
5216760,1054809291,2002-01-15,Femenino,4,Guarne,B+,Sanitas,2,20
4596173,1095862759,1995-01-30,Masculino,5,El Carmen de Viboral,A-,Nueva EPS,6,85
2008288,1010137908,1996-07-23,Masculino,6,El Carmen de Viboral,B-,Sanitas,7,111
9057131,1051100059,1995-09-28,Femenino,3,Santuario,AB+,Sanitas,7,104
4804806,1063342259,2006-01-20,Masculino,6,Rionegro,A-,Sura,3,47
4463474,1082345814,1997-06-27,Femenino,3,Santuario,AB-,Nueva EPS,6,100
6143784,1072983393,2002-07-17,Masculino,3,El Retiro,A-,Nueva EPS,4,65
6368620,1077967885,1997-12-19,Femenino,5,Santuario,O-,Nueva EPS,1,1
1629322,1063080278,2008-08-13,Masculino,1,El Retiro,B+,Nueva EPS,10,170
1787656,1052708597,2007-08-07,Femenino,6,El Carmen de Viboral,B+,Coosalud,8,121
9182348,1011987308,2004-08-25,Femenino,4,Rionegro,O-,Sanitas,5,79
2117393,1071690645,1998-07-27,Femenino,4,El Retiro,AB-,Savia Salud,6,96
2049432,1018410405,1993-06-02,Masculino,5,Guarne,AB+,Savia Salud,10,170
9780146,1085347728,1993-07-02,Femenino,1,La Union,O-,Salud Total,1,20
3120616,1076836632,2006-01-05,Femenino,5,Marinilla,A-,Savia Salud,10,167
4252872,1026552508,1994-08-26,Masculino,2,El Carmen de Viboral,O+,Sura,7,111
2780194,1015224703,2003-02-06,Masculino,5,La Ceja,B-,Sanitas,8,137
2034475,1069183586,2003-07-17,Masculino,4,La Union,A+,Sanitas,7,117
3783355,1082355736,1994-05-14,Femenino,4,Marinilla,AB+,Savia Salud,5,75
4256828,1075199820,1999-02-18,Femenino,6,El Retiro,AB-,Nueva EPS,5,83
5684002,1092304271,2002-06-12,Masculino,4,El Carmen de Viboral,A+,Savia Salud,5,85
5439849,1049696469,1993-07-12,Femenino,3,Santuario,A+,Sanitas,9,146
2384667,1071320791,1994-12-29,No binario,4,Marinilla,B-,Salud Total,4,60
9112961,1059102958,1994-11-22,Femenino,5,Marinilla,O-,Sanitas,6,89
7947121,1055114171,2000-07-28,Masculino,1,La Ceja,A+,Sanitas,8,138
9833443,1061463458,2009-01-15,Femenino,3,Rionegro,AB-,Savia Salud,5,68
5454143,1039435749,2006-01-30,Masculino,3,Rionegro,B+,Savia Salud,8,132
6761574,1053435790,2008-04-28,Femenino,2,El Carmen de Viboral,AB+,Salud Total,5,84
8394341,1038337139,1994-01-13,Femenino,6,Rionegro,A+,Coosalud,5,91
4986526,1074401321,2002-12-24,Masculino,2,Rionegro,O-,Coosalud,3,38
2130610,1066081948,1996-06-15,Masculino,6,Guarne,A+,Sanitas,8,137
5560281,1047370004,2000-07-18,Femenino,6,La Union,B+,Nueva EPS,4,71
6361154,1030616730,2006-01-17,Femenino,6,Guarne,A-,Sanitas,4,52
1165484,1093960836,1998-12-01,Masculino,1,Rionegro,AB-,Sanitas,1,7
8283042,1027820270,1994-06-25,Masculino,3,El Retiro,A-,Salud Total,6,97
5494761,1021926384,2005-08-18,Masculino,2,El Retiro,AB+,Sanitas,7,126
6291678,1031817426,2006-04-10,Masculino,5,Marinilla,O-,Sanitas,2,28
4300391,1041122038,2006-07-21,Femenino,4,Abejorral,O+,Savia Salud,8,127
4978446,1094475350,2006-06-21,No binario,3,Marinilla,AB-,Sanitas,7,116
1187757,1064153524,1995-07-30,Masculino,6,Abejorral,B+,Sura,10,162
1566464,1042684470,1995-10-31,Femenino,3,El Carmen de Viboral,O+,Coosalud,6,92
2023987,1030818838,2005-10-04,Masculino,6,Santuario,O+,Salud Total,10,166
9784628,1050502669,1997-03-31,Masculino,6,El Retiro,A-,Sura,8,120
8332782,1037960516,2005-01-16,Femenino,4,Abejorral,O+,Sanitas,8,138
2150430,1096626547,2007-03-31,Masculino,1,Marinilla,B+,Sura,9,141
1899844,1046182195,2007-07-01,Femenino,3,Marinilla,O-,Nueva EPS,3,41
1525215,1043928898,1993-01-20,Masculino,2,La Union,AB-,Coosalud,8,128
8611917,1021689962,1995-04-04,Masculino,5,El Carmen de Viboral,O-,Sura,7,103
9905423,1022773465,1995-12-12,Femenino,5,Marinilla,O-,Sura,2,20
2923322,1090377904,1998-11-03,Femenino,6,Marinilla,A-,Savia Salud,7,124
3424414,1033194302,1995-05-26,Femenino,6,El Carmen de Viboral,O-,Salud Total,2,30
9306468,1052869320,2003-10-14,Masculino,4,La Union,O-,Savia Salud,10,168
1203980,1052819892,2001-02-19,Femenino,6,La Union,O+,Savia Salud,1,21
1869573,1039690688,1995-06-29,Masculino,1,Abejorral,O-,Nueva EPS,5,73
8077255,1045881391,2001-03-25,Masculino,2,Guarne,AB-,Savia Salud,1,18
2610447,1089232959,1994-01-07,Femenino,1,La Union,O-,Sura,10,162
9792543,1022912007,2000-07-25,Femenino,3,La Ceja,AB+,Sanitas,4,55
5291170,1088619731,2008-05-12,Femenino,1,El Retiro,AB-,Salud Total,3,45
4292439,1044248550,2007-04-25,Masculino,6,La Union,AB+,Coosalud,5,76
3686315,1094038175,2002-02-25,Masculino,4,Rionegro,B-,Savia Salud,9,147
3803081,1048053134,2008-10-02,Femenino,3,Rionegro,B+,Nueva EPS,5,78
7725102,1079927841,1996-06-28,Femenino,6,La Union,AB-,Coosalud,7,119
3250681,1060732019,1995-12-27,Masculino,2,Rionegro,AB+,Salud Total,3,38
7632524,1059464479,1994-08-18,Femenino,3,Santuario,A-,Sanitas,4,63
3904131,1043156266,2006-03-23,Femenino,2,Abejorral,O-,Sanitas,10,155
5939426,1032021044,2001-10-09,Masculino,2,La Union,A+,Sura,3,55
3866597,1027110849,2001-07-17,Femenino,1,Guarne,A+,Sura,5,91
8931606,1060131684,2002-02-19,Femenino,4,Rionegro,AB+,Sura,7,122
8994123,1016458993,1995-03-08,Masculino,6,La Ceja,O-,Coosalud,8,138
7393642,1045693945,1998-09-01,Femenino,5,Abejorral,A+,Savia Salud,3,43
1479223,1035777818,1993-10-09,Masculino,5,Rionegro,AB+,Salud Total,9,157
3973311,1027767185,2005-09-05,Masculino,5,La Union,B+,Sura,8,123
6863666,1030694999,1992-12-30,Masculino,4,La Union,B+,Salud Total,8,143
4761171,1012834084,2004-09-26,Masculino,2,El Carmen de Viboral,B+,Sura,9,152
5054690,1078755166,1998-12-16,Femenino,2,El Carmen de Viboral,B-,Coosalud,9,155
2306727,1020308310,1995-03-01,Masculino,6,La Ceja,O-,Coosalud,2,25
1060669,1098838750,1996-02-08,Femenino,5,La Ceja,AB-,Savia Salud,8,142
7917065,1088063231,2002-09-10,Masculino,6,Santuario,AB+,Sura,10,156
3531509,1088292870,2007-05-03,Masculino,4,La Ceja,AB+,Salud Total,8,136
6838519,1041267905,2008-06-23,Femenino,2,La Ceja,A+,Savia Salud,9,155
5840442,1049280633,1999-12-22,Masculino,6,Santuario,AB+,Salud Total,10,170
2121432,1028862449,1992-01-11,Masculino,5,El Retiro,AB+,Sura,9,158
8234900,1073673140,1996-09-02,Femenino,2,La Union,A-,Savia Salud,8,136
2502014,1024419591,2001-08-05,Femenino,3,Abejorral,A+,Coosalud,5,89
8706474,1042088325,1993-01-10,Femenino,2,Rionegro,O-,Savia Salud,3,49
3097417,1054534023,2003-10-25,No binario,3,La Union,B+,Nueva EPS,9,150
1328138,1037198648,1993-05-25,Masculino,4,La Ceja,B-,Coosalud,8,120
2403655,1086976968,2004-04-11,Masculino,6,La Ceja,O-,Sura,9,151
6283350,1015296843,1998-12-10,Masculino,4,Santuario,O+,Savia Salud,10,159
8492625,1036383823,2005-10-23,Masculino,1,Rionegro,AB-,Sanitas,1,17
2373599,1084044846,1991-10-24,Femenino,1,El Carmen de Viboral,O+,Savia Salud,5,77
5746741,1041722603,1996-02-13,Femenino,1,Santuario,AB-,Salud Total,8,142
7062221,1082828790,1999-05-26,No binario,6,Guarne,A-,Savia Salud,6,92
4904256,1088196426,1994-01-20,Masculino,2,Santuario,B+,Nueva EPS,2,20
8661377,1027162522,2008-10-20,Femenino,3,Abejorral,B-,Coosalud,10,160
7959365,1026443530,2005-10-15,Masculino,6,Santuario,O+,Nueva EPS,10,158
9614607,1033394443,2003-12-15,Masculino,6,El Retiro,A-,Coosalud,5,71
8069036,1055678845,2008-04-05,Masculino,2,La Ceja,AB-,Savia Salud,6,96
4744269,1029069520,2009-03-03,Femenino,5,Rionegro,B+,Sanitas,10,164
8896740,1029769523,2005-10-07,Femenino,5,La Ceja,A+,Savia Salud,3,56
7699725,1040438088,2002-05-25,Femenino,3,El Carmen de Viboral,O+,Savia Salud,1,7
3610955,1049492218,1998-02-23,Femenino,5,La Ceja,A+,Salud Total,5,75
3923605,1092903610,2005-06-02,Femenino,3,Guarne,B-,Sura,3,43
8627442,1080529177,1991-07-09,Femenino,6,La Union,B+,Nueva EPS,2,38
5845014,1038620853,1993-03-19,Femenino,3,Marinilla,A+,Savia Salud,5,85
4861396,1072882259,1994-04-13,Femenino,4,El Retiro,B+,Sanitas,5,81
5093555,1053499452,2002-05-11,Femenino,1,Santuario,O-,Savia Salud,5,78
5196171,1062582213,2004-06-09,Masculino,2,Santuario,A-,Nueva EPS,2,36
3331075,1012434285,1998-04-01,Femenino,4,Abejorral,AB-,Sura,10,154
2006037,1044151428,2008-02-23,Femenino,4,Marinilla,A+,Coosalud,8,129
1302695,1059328671,2008-05-07,Femenino,6,El Retiro,O+,Coosalud,10,166
1163988,1047806899,1993-04-18,Femenino,2,Guarne,AB+,Coosalud,5,90
9849150,1051539543,2002-07-15,Masculino,2,Marinilla,A+,Sanitas,6,98
8076896,1068763382,2006-04-20,Femenino,6,Guarne,AB-,Nueva EPS,3,43
4794647,1036840737,2001-11-15,Femenino,3,Marinilla,AB-,Nueva EPS,5,89
1333425,1046911311,2006-01-18,Masculino,6,El Retiro,A+,Savia Salud,1,3
1251022,1047455425,1994-07-08,Masculino,2,El Retiro,O+,Savia Salud,2,41
3225761,1088140798,2004-02-26,Masculino,4,Rionegro,B-,Coosalud,9,157
9257370,1088383867,1995-11-16,Femenino,6,Santuario,B+,Savia Salud,1,17
5199263,1086090893,2005-07-19,Masculino,3,La Union,B+,Coosalud,4,63
9743143,1049628504,2003-12-10,No binario,2,Guarne,AB+,Coosalud,2,17
3415546,1080254596,1998-11-15,Masculino,1,Marinilla,AB-,Salud Total,10,166
2175421,1094213008,2009-02-02,Masculino,2,Rionegro,A+,Savia Salud,5,69
3039811,1098992501,1995-01-22,Femenino,4,Guarne,O+,Savia Salud,1,24
8642865,1029860405,2008-01-10,Masculino,1,La Union,A+,Savia Salud,5,87
4109304,1070690917,1994-01-05,Masculino,5,Abejorral,O-,Sanitas,5,77
5692510,1091449024,1995-04-17,Masculino,2,La Union,A-,Sanitas,9,141
5187961,1041314264,1999-05-13,Femenino,1,La Ceja,B+,Salud Total,5,87
1163529,1038708418,2007-10-27,Femenino,3,El Carmen de Viboral,B-,Sura,6,103
5836954,1016683233,2000-10-22,Masculino,6,El Carmen de Viboral,B-,Sanitas,7,110
6655911,1093259397,1991-05-04,Masculino,2,El Retiro,A+,Nueva EPS,10,170
5866811,1072023070,2001-08-02,No binario,6,El Carmen de Viboral,O+,Salud Total,4,55
3241121,1080363858,2006-07-11,Masculino,2,El Carmen de Viboral,A-,Sanitas,3,46
6268977,1015397913,1992-06-20,Masculino,2,El Carmen de Viboral,O-,Nueva EPS,9,143
5089417,1091786180,2008-02-22,Masculino,3,Rionegro,O+,Nueva EPS,9,148
3739104,1066733730,1995-01-22,Femenino,5,Marinilla,AB+,Salud Total,4,54
4737805,1068614048,1995-05-14,Masculino,1,La Ceja,B+,Savia Salud,9,138
9297565,1092553519,2008-01-25,Femenino,2,Guarne,A+,Sanitas,3,46
4429978,1069082032,1992-03-02,Femenino,1,La Union,B-,Savia Salud,8,141
1175227,1029955986,2004-10-08,Masculino,4,Santuario,B-,Sura,5,74
4655541,1010664803,2004-04-18,Masculino,4,Marinilla,B+,Nueva EPS,10,165
8010867,1086187483,1992-05-03,Masculino,1,El Retiro,AB-,Nueva EPS,5,70
3827288,1025168112,2001-06-23,Femenino,6,La Ceja,B-,Savia Salud,3,43
4014470,1017741759,2007-02-24,Femenino,3,Abejorral,AB-,Salud Total,5,80
4766167,1086184392,1996-08-09,Masculino,6,La Ceja,AB-,Sanitas,9,158
9213744,1062231912,2002-04-14,Masculino,2,Rionegro,O-,Salud Total,3,36
5074144,1047880589,2008-01-06,Femenino,3,El Retiro,A+,Nueva EPS,4,65
8998770,1079196171,1995-09-30,Masculino,2,Marinilla,AB-,Sura,2,18
7548506,1036242263,2005-11-22,Femenino,4,El Carmen de Viboral,O-,Savia Salud,1,6
1477764,1095885671,2006-12-27,Femenino,1,Abejorral,O-,Savia Salud,3,41
6911214,1025733897,2008-12-22,Femenino,6,Santuario,A+,Sura,8,141
2364012,1062197073,2008-03-27,Femenino,5,La Ceja,AB-,Sanitas,7,124
3478191,1091513611,1991-12-23,Femenino,2,Abejorral,B+,Savia Salud,5,91
8783828,1044816680,2006-08-09,Femenino,5,Guarne,A-,Coosalud,7,121
9473867,1059296515,2008-04-18,Masculino,5,Guarne,B-,Coosalud,2,41
1870960,1094877786,2009-01-20,Femenino,2,Abejorral,O-,Coosalud,7,117
4378049,1065772751,1997-02-05,Masculino,1,Rionegro,AB+,Coosalud,2,18
